rows/crime,rows/difference,rows/end_period1,rows/end_period2,rows/period1_count,rows/period2_count,rows/population,rows/sector,rows/start_period1,rows/start_period2
ROBO A TRANSEUNTE S.V.,1,2022-12,2023-12,7,8,20511,CUCHILLA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,0,2022-12,2023-12,5,5,11851,CUITLAHUAC,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-4,2022-12,2023-12,28,24,18589,CULHUACAN,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-10,2022-12,2023-12,28,18,7971,DEL VALLE,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-1,2022-12,2023-12,10,9,24310,DINAMO,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-5,2022-12,2023-12,9,4,20452,EL YAQUI,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,4,2022-12,2023-12,12,16,32788,ESTRELLA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-2,2022-12,2023-12,13,11,38354,FUENTE,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-5,2022-12,2023-12,15,10,19129,GRANJAS,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,5,2022-12,2023-12,10,15,21186,HORMIGA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-22,2022-12,2023-12,44,22,33196,HUIPULCO-HOSPITALES,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-7,2022-12,2023-12,20,13,16877,IZTACCIHUATL,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,8,2022-12,2023-12,7,15,30260,LA NORIA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,5,2022-12,2023-12,7,12,14968,LA RAZA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-14,2022-12,2023-12,56,42,16393,LINDAVISTA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,2,2022-12,2023-12,25,27,12330,MERCED-BALBUENA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-4,2022-12,2023-12,7,3,24021,MILPA ALTA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-25,2022-12,2023-12,103,78,5681,MIXCALCO-HERALDO,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,3,2022-12,2023-12,16,19,33579,MIXQUIC,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-14,2022-12,2023-12,35,21,12102,MOCTEZUMA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-6,2022-12,2023-12,20,14,12649,MORELOS,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-8,2022-12,2023-12,26,18,7856,NAPOLES,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,7,2022-12,2023-12,49,56,9808,NARVARTE-ALAMOS,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,4,2022-12,2023-12,15,19,6406,NATIVITAS,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,59,2022-12,2023-12,59,118,,NO ESPECIFICADO,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,22,2022-12,2023-12,31,53,24085,OASIS,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,6,2022-12,2023-12,16,22,47637,PADIERNA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-12,2022-12,2023-12,33,21,13284,PANTITLAN,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,20,2022-12,2023-12,23,43,45966,PLATEROS,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-3,2022-12,2023-12,15,12,5611,POLANCO-CASTILLO,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-5,2022-12,2023-12,38,33,12243,PORTALES,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,2,2022-12,2023-12,11,13,36217,PRADERA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-9,2022-12,2023-12,24,15,43116,QUETZAL,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-8,2022-12,2023-12,28,20,30408,QUIROGA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,10,2022-12,2023-12,73,83,4141,REVOLUCION-ALAMEDA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,0,2022-12,2023-12,68,68,7814,ROMA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-3,2022-12,2023-12,23,20,7894,SAN ANGEL,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,4,2022-12,2023-12,10,14,23185,SAN JERONIMO,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-7,2022-12,2023-12,26,19,37989,SANTA CRUZ,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,12,2022-12,2023-12,22,34,40065,SANTA FE,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-5,2022-12,2023-12,23,18,31666,SOTELO,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-8,2022-12,2023-12,54,46,18220,TACUBA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-3,2022-12,2023-12,27,24,13102,TACUBAYA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,0,2022-12,2023-12,19,19,14638,TAXQUEÑA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-5,2022-12,2023-12,6,1,13235,TECOMITL,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-1,2022-12,2023-12,21,20,25702,TEOTONGO,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-10,2022-12,2023-12,41,31,43511,TEPEPAN,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-11,2022-12,2023-12,25,14,9609,TEPEYAC,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-4,2022-12,2023-12,43,39,36811,TEZONCO,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-5,2022-12,2023-12,16,11,17800,TICOMAN,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-12,2022-12,2023-12,64,52,18974,TLACOTAL,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,0,2022-12,2023-12,16,16,16096,TLATELOLCO,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-3,2022-12,2023-12,37,34,27528,UNIVERSIDAD,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,4,2022-12,2023-12,37,41,24813,XOTEPINGO,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,4,2022-12,2023-12,12,16,31280,ZAPOTITLA,2022-01,2023-01
ROBO A TRANSEUNTE S.V.,-1,2022-12,2023-12,12,11,8502,ZARAGOZA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,-1,2022-12,2023-12,3,2,22143,ABASTO-REFORMA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,31805,ALPES,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,4441,ANGEL-ZONA ROSA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,-2,2022-12,2023-12,4,2,30506,ARAGON,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,22309,ARENAL,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,-1,2022-12,2023-12,1,0,12999,ASTURIAS,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,-1,2022-12,2023-12,1,0,9110,BUENAVISTA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,13501,CHAPULTEPEC,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,2,2022-12,2023-12,0,2,13900,CHURUBUSCO,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,-1,2022-12,2023-12,1,0,23963,CLAVERIA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,9495,COAPA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,12135,CONGRESO,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,-2,2022-12,2023-12,2,0,15715,CONSULADO,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,10129,CORREDOR-CENTRO,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,14705,COYOACAN,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,24009,CUAJIMALPA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,1,2022-12,2023-12,0,1,30453,CUAUTEPEC,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,1,2022-12,2023-12,1,2,20511,CUCHILLA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,4,2022-12,2023-12,0,4,11851,CUITLAHUAC,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,18589,CULHUACAN,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,7971,DEL VALLE,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,24310,DINAMO,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,20452,EL YAQUI,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,32788,ESTRELLA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,38354,FUENTE,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,19129,GRANJAS,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,1,1,21186,HORMIGA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,1,1,33196,HUIPULCO-HOSPITALES,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,16877,IZTACCIHUATL,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,-1,2022-12,2023-12,1,0,30260,LA NORIA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,-1,2022-12,2023-12,4,3,14968,LA RAZA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,-1,2022-12,2023-12,2,1,16393,LINDAVISTA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,12330,MERCED-BALBUENA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,24021,MILPA ALTA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,5681,MIXCALCO-HERALDO,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,33579,MIXQUIC,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,2,2022-12,2023-12,1,3,12102,MOCTEZUMA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,12649,MORELOS,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,7856,NAPOLES,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,9808,NARVARTE-ALAMOS,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,6406,NATIVITAS,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,3,2022-12,2023-12,9,12,,NO ESPECIFICADO,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,-1,2022-12,2023-12,1,0,24085,OASIS,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,47637,PADIERNA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,1,1,13284,PANTITLAN,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,45966,PLATEROS,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,5611,POLANCO-CASTILLO,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,12243,PORTALES,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,36217,PRADERA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,43116,QUETZAL,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,1,1,30408,QUIROGA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,-1,2022-12,2023-12,1,0,4141,REVOLUCION-ALAMEDA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,7814,ROMA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,7894,SAN ANGEL,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,23185,SAN JERONIMO,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,-1,2022-12,2023-12,1,0,37989,SANTA CRUZ,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,40065,SANTA FE,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,31666,SOTELO,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,18220,TACUBA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,13102,TACUBAYA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,14638,TAXQUEÑA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,13235,TECOMITL,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,-1,2022-12,2023-12,2,1,25702,TEOTONGO,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,43511,TEPEPAN,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,-3,2022-12,2023-12,3,0,9609,TEPEYAC,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,36811,TEZONCO,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,-2,2022-12,2023-12,3,1,17800,TICOMAN,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,18974,TLACOTAL,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,1,2022-12,2023-12,1,2,16096,TLATELOLCO,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,27528,UNIVERSIDAD,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,24813,XOTEPINGO,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,31280,ZAPOTITLA,2022-01,2023-01
ROBO A TRANSPORTISTA C.V.,0,2022-12,2023-12,0,0,8502,ZARAGOZA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,22143,ABASTO-REFORMA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,31805,ALPES,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,4441,ANGEL-ZONA ROSA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,30506,ARAGON,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,22309,ARENAL,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,12999,ASTURIAS,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,9110,BUENAVISTA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,13501,CHAPULTEPEC,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,13900,CHURUBUSCO,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,23963,CLAVERIA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,9495,COAPA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,12135,CONGRESO,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,15715,CONSULADO,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,10129,CORREDOR-CENTRO,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,14705,COYOACAN,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,24009,CUAJIMALPA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,30453,CUAUTEPEC,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,1,2022-12,2023-12,0,1,20511,CUCHILLA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,3,2022-12,2023-12,0,3,11851,CUITLAHUAC,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,18589,CULHUACAN,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,7971,DEL VALLE,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,24310,DINAMO,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,20452,EL YAQUI,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,32788,ESTRELLA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,38354,FUENTE,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,19129,GRANJAS,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,21186,HORMIGA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,33196,HUIPULCO-HOSPITALES,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,16877,IZTACCIHUATL,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,30260,LA NORIA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,1,2022-12,2023-12,0,1,14968,LA RAZA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,16393,LINDAVISTA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,12330,MERCED-BALBUENA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,24021,MILPA ALTA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,5681,MIXCALCO-HERALDO,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,33579,MIXQUIC,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,12102,MOCTEZUMA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,12649,MORELOS,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,7856,NAPOLES,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,9808,NARVARTE-ALAMOS,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,6406,NATIVITAS,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,-1,2022-12,2023-12,1,0,,NO ESPECIFICADO,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,24085,OASIS,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,47637,PADIERNA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,13284,PANTITLAN,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,-1,2022-12,2023-12,1,0,45966,PLATEROS,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,5611,POLANCO-CASTILLO,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,12243,PORTALES,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,36217,PRADERA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,43116,QUETZAL,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,30408,QUIROGA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,4141,REVOLUCION-ALAMEDA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,7814,ROMA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,7894,SAN ANGEL,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,23185,SAN JERONIMO,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,37989,SANTA CRUZ,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,40065,SANTA FE,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,31666,SOTELO,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,18220,TACUBA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,13102,TACUBAYA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,14638,TAXQUEÑA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,13235,TECOMITL,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,25702,TEOTONGO,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,43511,TEPEPAN,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,9609,TEPEYAC,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,36811,TEZONCO,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,-1,2022-12,2023-12,1,0,17800,TICOMAN,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,18974,TLACOTAL,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,16096,TLATELOLCO,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,27528,UNIVERSIDAD,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,24813,XOTEPINGO,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,1,2022-12,2023-12,0,1,31280,ZAPOTITLA,2022-01,2023-01
ROBO A TRANSPORTISTA S.V.,0,2022-12,2023-12,0,0,8502,ZARAGOZA,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-4,2022-12,2023-12,42,38,22143,ABASTO-REFORMA,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,0,2022-12,2023-12,20,20,31805,ALPES,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-3,2022-12,2023-12,4,1,4441,ANGEL-ZONA ROSA,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-17,2022-12,2023-12,31,14,30506,ARAGON,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-2,2022-12,2023-12,13,11,22309,ARENAL,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-3,2022-12,2023-12,21,18,12999,ASTURIAS,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-1,2022-12,2023-12,9,8,9110,BUENAVISTA,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-3,2022-12,2023-12,4,1,13501,CHAPULTEPEC,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-4,2022-12,2023-12,24,20,13900,CHURUBUSCO,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-5,2022-12,2023-12,22,17,23963,CLAVERIA,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,3,2022-12,2023-12,12,15,9495,COAPA,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,1,2022-12,2023-12,4,5,12135,CONGRESO,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-7,2022-12,2023-12,18,11,15715,CONSULADO,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,3,2022-12,2023-12,2,5,10129,CORREDOR-CENTRO,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,0,2022-12,2023-12,8,8,14705,COYOACAN,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,0,2022-12,2023-12,5,5,24009,CUAJIMALPA,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-7,2022-12,2023-12,68,61,30453,CUAUTEPEC,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,4,2022-12,2023-12,13,17,20511,CUCHILLA,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-3,2022-12,2023-12,10,7,11851,CUITLAHUAC,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,6,2022-12,2023-12,8,14,18589,CULHUACAN,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-1,2022-12,2023-12,8,7,7971,DEL VALLE,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,6,2022-12,2023-12,5,11,24310,DINAMO,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-3,2022-12,2023-12,6,3,20452,EL YAQUI,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,1,2022-12,2023-12,27,28,32788,ESTRELLA,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-17,2022-12,2023-12,47,30,38354,FUENTE,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,1,2022-12,2023-12,13,14,19129,GRANJAS,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-3,2022-12,2023-12,14,11,21186,HORMIGA,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,1,2022-12,2023-12,65,66,33196,HUIPULCO-HOSPITALES,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-5,2022-12,2023-12,17,12,16877,IZTACCIHUATL,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,3,2022-12,2023-12,24,27,30260,LA NORIA,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-1,2022-12,2023-12,11,10,14968,LA RAZA,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,-14,2022-12,2023-12,46,32,16393,LINDAVISTA,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,5,2022-12,2023-12,5,10,12330,MERCED-BALBUENA,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,5,2022-12,2023-12,11,16,24021,MILPA ALTA,2022-01,2023-01
ROBO DE VEHICULO AUTOMOTOR C.V.,2,2022-12,2023-12,1,3,5681,MIXCALCO-HERALDO,2022-01,2023-01
